gene_id	gene_name	previous_ids	product
TGME49_254580	ANT	Previous IDs: 1916.t000084;1916.t000084;1916.t000084;1916.t000084;52.m00004;TGME49_054580;TGME49_054580;TGME49_054580;TGME49_054580;TgGLEAN_0897;TgGlmHMM_3839;TgTigrScan_5905;TgTwinScan_3030;mrna.TGME49_054580A;tigr:cds.TGME49_054580A	adenine nucleotide transporter ANT
TGME49_254590	N/A	Previous IDs: 1916.t000083;1916.t000083;1916.t000083;1916.t000083;52.m03437;TGME49_054590;TGME49_054590;TGME49_054590;TGME49_054590;TgGLEAN_0896;TgGlmHMM_3840;TgTigrScan_5906;TgTwinScan_3031;mrna.TGME49_054590A;tigr:cds.TGME49_054590A	hypothetical protein
TGME49_254600	N/A	Previous IDs: 1916.t000082;1916.t000082;1916.t000082;1916.t000082;52.m01665;TGME49_054600;TGME49_054600;TGME49_054600;TGME49_054600;TgGLEAN_1106;TgGLEAN_1107;TgGlmHMM_3841;TgTigrScan_5907;TgTwinScan_3032;mrna.TGME49_054600A;tigr:cds.TGME49_054600A	ubiquitin family protein
TGME49_254603	N/A	Previous IDs: 1916.t000328;1916.t000328;1916.t000328;1916.t000328;TGME49_054603;TGME49_054603;TGME49_054603;TGME49_054603	hypothetical protein
TGME49_254606	N/A	Previous IDs: 1916.t000327;1916.t000327;1916.t000327;1916.t000327;TGME49_054606;TGME49_054606;TGME49_054606;TGME49_054606	hypothetical protein
TGME49_254610	N/A	Previous IDs: 1916.t000081;1916.t000081;1916.t000081;1916.t000081;52.m02720;TGME49_054610;TGME49_054610;TGME49_054610;TGME49_054610;TgGLEAN_0895;TgGlmHMM_3842;TgTigrScan_5908;TgTwinScan_3033;mrna.TGME49_054610A;tigr:cds.TGME49_054610A	Tim10/DDP family zinc finger superfamily protein
TGME49_254620	RPL39	Previous IDs: 1916.t000080;1916.t000080;1916.t000080;1916.t000080;52.m02721;TGME49_054620;TGME49_054620;TGME49_054620;TGME49_054620;TgGLEAN_0894;TgGlmHMM_3842;TgTigrScan_5909;TgTwinScan_3033;mrna.TGME49_054620A;tigr:cds.TGME49_054620A	ribosomal protein RPL39
TGME49_254625	N/A	Previous IDs: 1916.t000079;1916.t000079;1916.t000079;1916.t000079;TGME49_054625;TGME49_054625;TGME49_054625;TGME49_054625	hypothetical protein
TGME49_254630	CRK6	Previous IDs: 1916.t000078;1916.t000078;1916.t000078;1916.t000078;52.m01667;TGME49_054630;TGME49_054630;TGME49_054630;TGME49_054630;TgGLEAN_0892;TgGlmHMM_3842;TgTigrScan_5911;TgTwinScan_3034;mrna.TGME49_054630A;tigr:cds.TGME49_054630A	CDK-related protein kinase CRK6
TGME49_254635	N/A	Previous IDs: 1916.t000329;1916.t000329;1916.t000329;1916.t000329;TGME49_054635;TGME49_054635;TGME49_054635;TGME49_054635	hypothetical protein
TGME49_254640	N/A	Previous IDs: 1916.t000077;1916.t000077;1916.t000077;1916.t000077;52.m02718;TGME49_054640;TGME49_054640;TGME49_054640;TGME49_054640;mrna.TGME49_054640A;tigr:cds.TGME49_054640A	DNA polymerase delta subunit 4, putative
TGME49_254650	N/A	Previous IDs: 1916.t000076;1916.t000076;1916.t000076;1916.t000076;52.m00006;TGME49_054650;TGME49_054650;TGME49_054650;TGME49_054650;TgGLEAN_1108;TgGlmHMM_3843;TgTigrScan_5912;TgTwinScan_3035;mrna.TGME49_054650A;tigr:cds.TGME49_054650A	pre-mRNA-splicing factor Cwc2, putative
TGME49_254660	N/A	Previous IDs: 1916.t000075;1916.t000075;1916.t000075;1916.t000075;52.m02715;TGME49_054660;TGME49_054660;TGME49_054660;TGME49_054660;TgGlmHMM_3844;mrna.TGME49_054660A;tigr:cds.TGME49_054660A	ankyrin repeat-containing protein
TGME49_254670	N/A	Previous IDs: 1916.t000326;1916.t000326;1916.t000326;1916.t000326;52.m02717;TGME49_054670;TGME49_054670;TGME49_054670;TGME49_054670;TgGLEAN_0891;TgGlmHMM_3844;TgTigrScan_5913;mrna.TGME49_054670A;tigr:cds.TGME49_054670A	hypothetical protein
TGME49_254680	N/A	Previous IDs: 1916.t000074;1916.t000074;1916.t000074;1916.t000074;52.m01669;TGME49_054680;TGME49_054680;TGME49_054680;TGME49_054680;TgGLEAN_0890;TgGlmHMM_3844;mrna.TGME49_054680A;tigr:cds.TGME49_054680A	hypothetical protein
TGME49_254690	ASH2	Previous IDs: 1916.t000073;1916.t000073;1916.t000073;1916.t000073;52.m01670;TGME49_054690;TGME49_054690;TGME49_054690;TGME49_054690;TgGLEAN_1109;TgGlmHMM_3845;TgTigrScan_5914;TgTwinScan_3036;mrna.TGME49_054690A;tigr:cds.TGME49_054690A	serine hydrolase ASH2
TGME49_254700	N/A	Previous IDs: 1916.t000072;1916.t000072;1916.t000072;1916.t000072;52.m01671;TGME49_054700;TGME49_054700;TGME49_054700;TGME49_054700;TgGLEAN_0889;TgGlmHMM_3846;TgTigrScan_5915;TgTwinScan_3037;mrna.TGME49_054700A;tigr:cds.TGME49_054700A	RING finger protein, putative
TGME49_254710	N/A	Previous IDs: 1916.t000071;1916.t000071;1916.t000071;1916.t000071;52.m01672;TGME49_054710;TGME49_054710;TGME49_054710;TGME49_054710;TgGLEAN_0888;TgGlmHMM_3846;TgTigrScan_5916;TgTwinScan_3038;mrna.TGME49_054710A;tigr:cds.TGME49_054710A	serine esterase (DUF676) protein
TGME49_254720	GRA8	Previous IDs: 1916.t000070;1916.t000070;1916.t000070;1916.t000070;52.m00002;TGME49_054720;TGME49_054720;TGME49_054720;TGME49_054720;TgGLEAN_1110;TgGlmHMM_3847;TgTigrScan_5917;TgTwinScan_3039;mrna.TGME49_054720A;tigr:cds.TGME49_054720A	dense granule protein GRA8
TGME49_254730	N/A	Previous IDs: 1916.t000069;1916.t000069;1916.t000069;1916.t000069;52.m01674;TGME49_054730;TGME49_054730;TGME49_054730;TGME49_054730;TgGLEAN_0886;TgGLEAN_0887;TgGlmHMM_3848;TgTigrScan_5918;TgTwinScan_3040;mrna.TGME49_054730A;tigr:cds.TGME49_054730A	POPLD (NUC188) domain-containing protein
TGME49_254740	N/A	Previous IDs: 1916.t000068;1916.t000068;1916.t000068;1916.t000068;52.m03436;TGME49_054740;TGME49_054740;TGME49_054740;TGME49_054740;TgTwinScan_3040;mrna.TGME49_054740A;tigr:cds.TGME49_054740A	endoribonuclease L-PSP protein
TGME49_254750	N/A	Previous IDs: 1916.t000067;1916.t000067;1916.t000067;1916.t000067;52.m01675;TGME49_054750;TGME49_054750;TGME49_054750;TGME49_054750;TgGLEAN_1112;TgGlmHMM_3849;TgTigrScan_5920;TgTwinScan_3041;mrna.TGME49_054750A;tigr:cds.TGME49_054750A	c3orf15 protein
TGME49_254760	N/A	Previous IDs: 1916.t000066;1916.t000066;1916.t000066;1916.t000066;52.m00034;TGME49_054760;TGME49_054760;TGME49_054760;TGME49_054760;TgGLEAN_0885;TgGlmHMM_3850;TgTigrScan_5921;TgTwinScan_3042;mrna.TGME49_054760A;tigr:cds.TGME49_054760A	hypothetical protein
TGME49_254770	SLP	Previous IDs: 1916.t000065;1916.t000065;1916.t000065;1916.t000065;52.m00032;TGME49_054770;TGME49_054770;TGME49_054770;TGME49_054770;TgGLEAN_0884;TgGlmHMM_3851;TgTigrScan_5922;TgTwinScan_3042;mrna.TGME49_054770A;tigr:cds.TGME49_054770A	shewanella-like protein phosphatase SLP
TGME49_254780	N/A	Previous IDs: 1916.t000064;1916.t000064;1916.t000064;1916.t000064;52.m00033;TGME49_054780;TGME49_054780;TGME49_054780;TGME49_054780;TgGlmHMM_3851;TgTigrScan_5923;mrna.TGME49_054780A;tigr:cds.TGME49_054780A	hypothetical protein
TGME49_254790	N/A	Previous IDs: 1916.t000063;1916.t000063;1916.t000063;1916.t000063;52.m02714;TGME49_054790;TGME49_054790;TGME49_054790;TGME49_054790;TgGLEAN_0883;TgGlmHMM_3851;TgTigrScan_5924;TgTwinScan_3043;mrna.TGME49_054790A;tigr:cds.TGME49_054790A	hypothetical protein
TGME49_254800	N/A	Previous IDs: 1916.t000062;1916.t000062;1916.t000062;1916.t000062;52.m02706;TGME49_054800;TGME49_054800;TGME49_054800;TGME49_054800;TgGLEAN_1113;mrna.TGME49_054800A;tigr:cds.TGME49_054800A	LYR domain-containing protein
TGME49_254810	N/A	Previous IDs: 1916.t000061;1916.t000061;1916.t000061;1916.t000061;52.m01679;TGME49_054810;TGME49_054810;TGME49_054810;TGME49_054810;TgGLEAN_0882;TgGlmHMM_3851;TgTigrScan_5925;TgTwinScan_3045;mrna.TGME49_054810A;tigr:cds.TGME49_054810A	hypothetical protein
TGME49_254820	N/A	Previous IDs: 1916.t000060;1916.t000060;1916.t000060;1916.t000060;52.m01680;TGME49_054820;TGME49_054820;TGME49_054820;TGME49_054820;TgGLEAN_1113;TgGlmHMM_3852;TgTwinScan_3046;mrna.TGME49_054820A;tigr:cds.TGME49_054820A	hypothetical protein
TGME49_254830	N/A	Previous IDs: 1916.t000059;1916.t000059;1916.t000059;1916.t000059;52.m01681;TGME49_054830;TGME49_054830;TGME49_054830;TGME49_054830;TgGLEAN_0881;TgGlmHMM_3853;TgTigrScan_5926;TgTwinScan_3047;mrna.TGME49_054830A;tigr:cds.TGME49_054830A	hypothetical protein
TGME49_254835	N/A	Previous IDs: 1916.t000058;1916.t000058;1916.t000058;1916.t000058;TGME49_054835;TGME49_054835;TGME49_054835;TGME49_054835	RNA recognition motif-containing protein
TGME49_254840	N/A	Previous IDs: 1916.t000057;1916.t000057;1916.t000057;1916.t000057;52.m02711;TGME49_054840;TGME49_054840;TGME49_054840;TGME49_054840;TgGLEAN_0880;TgGlmHMM_3855;TgTigrScan_5928;TgTwinScan_3048;mrna.TGME49_054840A;tigr:cds.TGME49_054840A	tetratricopeptide repeat-containing protein
TGME49_254860	N/A	Previous IDs: 1916.t000054;1916.t000054;1916.t000054;1916.t000054;52.m01682;TGME49_054860;TGME49_054860;TGME49_054860;TGME49_054860;TgGLEAN_0878;TgGLEAN_0879;TgGlmHMM_3857;TgTigrScan_5928;TgTigrScan_5929;TgTwinScan_3051;mrna.TGME49_054860A;tigr:cds.TGME49_054860A	hypothetical protein
TGME49_254870	N/A	Previous IDs: 1916.t000053;1916.t000053;1916.t000053;1916.t000053;52.m00031;TGME49_054870;TGME49_054870;TGME49_054870;TGME49_054870;TgGLEAN_0877;TgGlmHMM_3858;TgTigrScan_5931;TgTigrScan_5932;TgTwinScan_3052;mrna.TGME49_054870A;tigr:cds.TGME49_054870A	hypothetical protein
TGME49_254880	N/A	Previous IDs: 1916.t000052;1916.t000052;1916.t000052;1916.t000052;52.m00029;TGME49_054880;TGME49_054880;TGME49_054880;TGME49_054880;TgGLEAN_1116;TgGLEAN_1117;TgGlmHMM_3859;TgTigrScan_5933;TgTigrScan_5934;TgTigrScan_5935;TgTwinScan_3053;mrna.TGME49_054880A;tigr:cds.TGME49_054880A	Alpha-galactosidase
TGME49_254890	N/A	Previous IDs: 1916.t000051;1916.t000051;1916.t000051;1916.t000051;52.m01685;TGME49_054890;TGME49_054890;TGME49_054890;TGME49_054890;TgGLEAN_0876;TgGlmHMM_3860;TgTigrScan_5936;TgTwinScan_3054;mrna.TGME49_054890A;tigr:cds.TGME49_054890A	CRAL/TRIO domain-containing protein
TGME49_254900	N/A	Previous IDs: 1916.t000050;1916.t000050;1916.t000050;1916.t000050;52.m00007;TGME49_054900;TGME49_054900;TGME49_054900;TGME49_054900;TgGLEAN_1118;TgGlmHMM_3861;TgTigrScan_5937;TgTwinScan_3055;mrna.TGME49_054900A;tigr:cds.TGME49_054900A	proteasome subunit beta type-2, putative
TGME49_254910	N/A	Previous IDs: 1916.t000049;1916.t000049;1916.t000049;1916.t000049;52.m01687;TGME49_054910;TGME49_054910;TGME49_054910;TGME49_054910;TgGLEAN_0874;TgGlmHMM_3862;TgTigrScan_2335;TgTwinScan_3056;mrna.TGME49_054910A;tigr:cds.TGME49_054910A	hypothetical protein
TGME49_254920	N/A	Previous IDs: 1916.t000047;1916.t000047;1916.t000047;1916.t000047;52.m01688;TGME49_054920;TGME49_054920;TGME49_054920;TGME49_054920;TgTigrScan_2336;mrna.TGME49_054920A;tigr:cds.TGME49_054920A	hypothetical protein
TGME49_254930	N/A	Previous IDs: 1916.t000046;1916.t000046;1916.t000046;1916.t000046;52.m00030;TGME49_054930;TGME49_054930;TGME49_054930;TGME49_054930;TgGLEAN_1119;TgGlmHMM_3863;TgTigrScan_2337;TgTwinScan_3058;mrna.TGME49_054930A;tigr:cds.TGME49_054930A	hypothetical protein
TGME49_254940	N/A	Previous IDs: 1916.t000045;1916.t000045;1916.t000045;1916.t000045;52.m01690;52.m01691;TGME49_054940;TGME49_054940;TGME49_054940;TGME49_054940;TgGLEAN_1120;TgGlmHMM_3863;TgTigrScan_2338;TgTigrScan_2339;TgTwinScan_3059;mrna.TGME49_054940A;tigr:cds.TGME49_054940A	MIF4G domain-containing protein
TGME49_254950	N/A	Previous IDs: 1916.t000044;1916.t000044;1916.t000044;1916.t000044;52.m01692;TGME49_054950;TGME49_054950;TGME49_054950;TGME49_054950;TgGLEAN_1121;TgGlmHMM_3863;TgTigrScan_2340;TgTwinScan_3060;mrna.TGME49_054950A;tigr:cds.TGME49_054950A	RNA cap guanine-N2 methyltransferase
TGME49_254960	N/A	Previous IDs: 1916.t000043;1916.t000043;1916.t000043;1916.t000043;52.m01693;TGME49_054960;TGME49_054960;TGME49_054960;TGME49_054960;TgGLEAN_0873;TgGlmHMM_3864;TgTigrScan_2341;TgTwinScan_3061;mrna.TGME49_054960A;tigr:cds.TGME49_054960A	hypothetical protein
TGME49_255060	N/A	Previous IDs: 1201.t000002;1201.t000002;1201.t000002;1201.t000002;54.m00004;TGME49_055060;TGME49_055060;TGME49_055060;TGME49_055060;mrna.TGME49_055060A;tigr:cds.TGME49_055060A	cytochrome b(N-terminal)/b6/petB subfamily protein
TGME49_255160	N/A	Previous IDs: 1934.t000001;1934.t000001;1934.t000001;1934.t000001;TGME49_055160;TGME49_055160;TGME49_055160;TGME49_055160;TgGLEAN_4318;TgGlmHMM_3866;TgTwinScan_6451;mrna.TGME49_055160A;tigr:cds.TGME49_055160A	hypothetical protein
TGME49_255170	N/A	Previous IDs: 1934.t000002;1934.t000002;1934.t000002;1934.t000002;55.m04597;TGME49_055170;TGME49_055170;TGME49_055170;TGME49_055170;TgGLEAN_4320;TgGlmHMM_3867;TgTigrScan_3395;mrna.TGME49_055170A;tigr:cds.TGME49_055170A	hypothetical protein
TGME49_255175	N/A	Previous IDs: 1934.t000003;1934.t000003;1934.t000003;1934.t000003;TGME49_055175;TGME49_055175;TGME49_055175;TGME49_055175	hypothetical protein
TGME49_255180	N/A	Previous IDs: 1934.t000004;1934.t000004;1934.t000004;1934.t000004;55.m04598;TGME49_055180;TGME49_055180;TGME49_055180;TGME49_055180;TgGLEAN_4321;TgGlmHMM_3869;TgTigrScan_3398;TgTwinScan_6454;mrna.TGME49_055180A;tigr:cds.TGME49_055180A	ubiquitin carboxyl-terminal hydrolase
TGME49_255190	MyoB/C	Previous IDs: 1934.t000005;1934.t000005;1934.t000005;1934.t000005;55.m00002;TGME49_055190;TGME49_055190;TGME49_055190;TGME49_055190;TgGLEAN_4314;TgGlmHMM_3870;TgTigrScan_3399;TgTwinScan_6455;mrna.TGME49_055190A;tigr:cds.TGME49_055190A	myosin C, myosin B
TGME49_255190	MyoB/C	Previous IDs: 1934.t000005;1934.t000005;1934.t000005;1934.t000005;55.m00002;TGME49_055190;TGME49_055190;TGME49_055190;TGME49_055190;TgGLEAN_4314;TgGlmHMM_3870;TgTigrScan_3399;TgTwinScan_6455;mrna.TGME49_055190A;tigr:cds.TGME49_055190A	myosin C, myosin B
TGME49_255195	N/A	Previous IDs: 1934.t000006;1934.t000006;1934.t000006;1934.t000006;TGME49_055195;TGME49_055195;TGME49_055195;TGME49_055195	hypothetical protein
TGME49_255200	N/A	Previous IDs: 1934.t000007;1934.t000007;1934.t000007;1934.t000007;55.m04600;TGME49_055200;TGME49_055200;TGME49_055200;TGME49_055200;TgTwinScan_6456;mrna.TGME49_055200A;tigr:cds.TGME49_055200A	Radial spoke head protein 9, putative
TGME49_255220	AP2VIIB3	Previous IDs: 1934.t000010;1934.t000010;1934.t000010;1934.t000010;55.m04602;TGME49_055220;TGME49_055220;TGME49_055220;TGME49_055220;TgGLEAN_4322;TgGlmHMM_3871;TgTigrScan_3403;TgTwinScan_6458;mrna.TGME49_055220A;tigr:cds.TGME49_055220A	AP2 domain transcription factor AP2VIIb-3
TGME49_255230	N/A	Previous IDs: TGME49_055230;TGME49_055230;TGME49_055230;TGME49_055230	tRNA-Gly
TGME49_255240	N/A	Previous IDs: 1934.t000011;1934.t000011;1934.t000011;1934.t000011;55.m04603;TGME49_055240;TGME49_055240;TGME49_055240;TGME49_055240;TgGLEAN_4323;TgGlmHMM_3871;TgTigrScan_3404;TgTwinScan_6459;mrna.TGME49_055240A;tigr:cds.TGME49_055240A	hypothetical protein
TGME49_255245	TOM22	Previous IDs: 1934.t000012;1934.t000012;1934.t000012;1934.t000012;TGME49_055245;TGME49_055245;TGME49_055245;TGME49_055245	mitochondrial import receptor subunit TOM22
TGME49_255250	N/A	Previous IDs: 1934.t000013;1934.t000013;1934.t000013;1934.t000013;55.m04605;TGME49_055250;TGME49_055250;TGME49_055250;TGME49_055250;TgGLEAN_4324;TgGlmHMM_3873;TgTigrScan_3405;TgTwinScan_6461;mrna.TGME49_055250A;tigr:cds.TGME49_055250A	tRNA (cytosine(34)-C(5))-methyltransferase, putative
TGME49_255260	AMA1	Previous IDs: 1934.t000015;1934.t000015;1934.t000015;1934.t000015;55.m00005;TGME49_055260;TGME49_055260;TGME49_055260;TGME49_055260;TgGLEAN_4309;TgGlmHMM_3874;TgTigrScan_3406;TgTwinScan_6462;mrna.TGME49_055260A;tigr:cds.TGME49_055260A	apical membrane antigen AMA1
TGME49_255270	UNC1	Previous IDs: 1934.t000016;1934.t000016;1934.t000016;1934.t000016;TGME49_055270;TGME49_055270;TGME49_055270;TGME49_055270;TgGLEAN_4325;TgGlmHMM_3875;TgTigrScan_7018;mrna.TGME49_055270A;tigr:cds.TGME49_055270A	UNC-50 protein UNC1
TGME49_255300	N/A	Previous IDs: 1934.t000019;1934.t000019;1934.t000019;1934.t000019;55.m04607;TGME49_055300;TGME49_055300;TGME49_055300;TGME49_055300;TgGLEAN_4306;TgGLEAN_4307;TgGlmHMM_3876;TgTigrScan_7019;TgTigrScan_7020;TgTwinScan_6464;mrna.TGME49_055300A;tigr:cds.TGME49_055300A	hypothetical protein
TGME49_255310	N/A	Previous IDs: 1934.t000020;1934.t000020;1934.t000020;1934.t000020;55.m04608;TGME49_055310;TGME49_055310;TGME49_055310;TGME49_055310;TgGLEAN_4305;TgGlmHMM_3876;TgTigrScan_7021;TgTwinScan_6465;mrna.TGME49_055310A;tigr:cds.TGME49_055310A	zinc finger (CCCH type) motif-containing protein
TGME49_255320	N/A	Previous IDs: 1934.t000021;1934.t000021;1934.t000021;1934.t000021;55.m04609;TGME49_055320;TGME49_055320;TGME49_055320;TGME49_055320;TgGLEAN_4326;TgGlmHMM_3877;TgTigrScan_7023;TgTwinScan_6466;mrna.TGME49_055320A;tigr:cds.TGME49_055320A	mRNA turnover 4 (MRT4) family protein
TGME49_255330	N/A	Previous IDs: 1934.t000022;1934.t000022;1934.t000022;1934.t000022;55.m04610;TGME49_055330;TGME49_055330;TGME49_055330;TGME49_055330;TgTigrScan_7024;TgTwinScan_6467;mrna.TGME49_055330A;tigr:cds.TGME49_055330A	hypothetical protein
TGME49_255340	N/A	Previous IDs: 1934.t000023;1934.t000023;1934.t000023;1934.t000023;55.m04611;TGME49_055340;TGME49_055340;TGME49_055340;TGME49_055340;TgGLEAN_4304;TgGlmHMM_3878;TgTigrScan_7025;TgTigrScan_7026;TgTwinScan_6468;mrna.TGME49_055340A;tigr:cds.TGME49_055340A	tetratricopeptide repeat-containing protein
TGME49_255350	N/A	Previous IDs: 1934.t000024;1934.t000024;1934.t000024;1934.t000024;55.m04612;TGME49_055350;TGME49_055350;TGME49_055350;TGME49_055350;TgGLEAN_4327;TgGlmHMM_3879;TgTigrScan_7027;TgTwinScan_6469;mrna.TGME49_055350A;tigr:cds.TGME49_055350A	ATPase, putative
TGME49_255360	N/A	Previous IDs: 1934.t000025;1934.t000025;1934.t000025;1934.t000025;55.m08217;TGME49_055360;TGME49_055360;TGME49_055360;TGME49_055360;TgGLEAN_4303;TgTwinScan_6470;mrna.TGME49_055360A;tigr:cds.TGME49_055360A	hypothetical protein
TGME49_255370	TIC20	Previous IDs: 1934.t000026;1934.t000026;1934.t000026;1934.t000026;55.m10283;TGME49_055370;TGME49_055370;TGME49_055370;TGME49_055370;TgGLEAN_4328;TgGlmHMM_3879;TgTigrScan_7028;TgTwinScan_6471;mrna.TGME49_055370A;tigr:cds.TGME49_055370A	apicoplast import protein TIC20
TGME49_255380	N/A	Previous IDs: 1934.t000027;1934.t000027;1934.t000027;1934.t000027;55.m00033;TGME49_055380;TGME49_055380;TGME49_055380;TGME49_055380;TgGlmHMM_3879;mrna.TGME49_055380A;tigr:cds.TGME49_055380A	hypothetical protein
TGME49_255390	N/A	Previous IDs: 1934.t000028;1934.t000028;1934.t000028;1934.t000028;55.m04614;TGME49_055390;TGME49_055390;TGME49_055390;TGME49_055390;TgGLEAN_4302;TgGlmHMM_3880;TgTigrScan_7029;TgTigrScan_7030;TgTwinScan_6472;mrna.TGME49_055390A;tigr:cds.TGME49_055390A	HEAT repeat-containing protein
TGME49_255400	N/A	Previous IDs: 1934.t000029;1934.t000029;1934.t000029;1934.t000029;55.m10281;TGME49_055400;TGME49_055400;TGME49_055400;TGME49_055400;TgGLEAN_4301;TgGlmHMM_3880;TgTigrScan_7031;TgTwinScan_6473;mrna.TGME49_055400A;tigr:cds.TGME49_055400A	hypothetical protein
TGME49_255410	N/A	Previous IDs: 1934.t000030;1934.t000030;1934.t000030;1934.t000030;55.m00034;TGME49_055410;TGME49_055410;TGME49_055410;TGME49_055410;TgGLEAN_4329;TgGlmHMM_3881;TgGlmHMM_3882;TgTigrScan_7032;TgTwinScan_6474;mrna.TGME49_055410A;tigr:cds.TGME49_055410A	hypothetical protein
TGME49_255420	IMC39	Previous IDs: 1934.t000031;1934.t000031;1934.t000031;1934.t000031;55.m08184;TGME49_055420;TGME49_055420;TGME49_055420;TGME49_055420;TgGLEAN_4330;TgGlmHMM_3882;TgTwinScan_6475;mrna.TGME49_055420A;tigr:cds.TGME49_055420A	inner membrane complex protein IMC39
TGME49_255430	N/A	Previous IDs: 1934.t000032;1934.t000032;1934.t000032;1934.t000032;55.m04616;TGME49_055430;TGME49_055430;TGME49_055430;TGME49_055430;TgGLEAN_4331;TgGlmHMM_3882;TgTigrScan_7033;TgTwinScan_6476;mrna.TGME49_055430A;tigr:cds.TGME49_055430A	Rad9 protein
TGME49_255440	N/A	Previous IDs: 1934.t000033;1934.t000033;1934.t000033;1934.t000033;55.m10336;TGME49_055440;TGME49_055440;TGME49_055440;TGME49_055440;TgTigrScan_7034;mrna.TGME49_055440A;tigr:cds.TGME49_055440A	hypothetical protein
TGME49_255450	IMC31	Previous IDs: 1934.t000034;1934.t000034;1934.t000034;1934.t000034;55.m04617;TGME49_055450;TGME49_055450;TGME49_055450;TGME49_055450;TgGLEAN_4300;TgGlmHMM_3883;TgTigrScan_7034;TgTwinScan_6478;mrna.TGME49_055450A;tigr:cds.TGME49_055450A	inner membrane complex protein IMC31
TGME49_255460	N/A	Previous IDs: 1934.t000035;1934.t000035;1934.t000035;1934.t000035;55.m04618;TGME49_055460;TGME49_055460;TGME49_055460;TGME49_055460;TgGLEAN_4333;TgGlmHMM_3884;TgTigrScan_7035;TgTwinScan_6479;mrna.TGME49_055460A;tigr:cds.TGME49_055460A	EGF family domain-containing protein
TGME49_255470	N/A	Previous IDs: 1934.t000036;1934.t000036;1934.t000036;1934.t000036;55.m04619;TGME49_055470;TGME49_055470;TGME49_055470;TGME49_055470;TgGLEAN_4299;TgGlmHMM_3885;TgTigrScan_7036;TgTwinScan_6480;mrna.TGME49_055470A;tigr:cds.TGME49_055470A	GTP-binding protein, putative
TGME49_255480	N/A	Previous IDs: 1934.t000037;1934.t000037;1934.t000037;1934.t000037;55.m10280;TGME49_055480;TGME49_055480;TGME49_055480;TGME49_055480;TgGLEAN_4298;TgGlmHMM_3885;TgTigrScan_7037;TgTwinScan_6481;mrna.TGME49_055480A;tigr:cds.TGME49_055480A	thioredoxin domain-containing protein
TGME49_255490	N/A	Previous IDs: 1934.t000038;1934.t000038;1934.t000038;1934.t000038;55.m04620;TGME49_055490;TGME49_055490;TGME49_055490;TGME49_055490;mrna.TGME49_055490A;tigr:cds.TGME49_055490A	hypothetical protein
TGME49_255500	N/A	Previous IDs: 1934.t000039;1934.t000039;1934.t000039;1934.t000039;55.m04621;TGME49_055500;TGME49_055500;TGME49_055500;TGME49_055500;TgGLEAN_4297;TgGlmHMM_3886;TgTigrScan_7038;TgTwinScan_6482;mrna.TGME49_055500A;tigr:cds.TGME49_055500A	tetratricopeptide repeat-containing protein
TGME49_255510	N/A	Previous IDs: 1934.t000040;1934.t000040;1934.t000040;1934.t000040;55.m04622;TGME49_055510;TGME49_055510;TGME49_055510;TGME49_055510;TgGLEAN_4334;TgGLEAN_4335;TgGlmHMM_3887;TgTigrScan_7039;TgTigrScan_7040;TgTwinScan_6483;TgTwinScan_6484;mrna.TGME49_055510A;tigr:cds.TGME49_055510A	ankyrin repeat-containing protein
TGME49_255620	N/A	Previous IDs: 1934.t000041;1934.t000041;1934.t000041;1934.t000041;55.m08216;TGME49_055620;TGME49_055620;TGME49_055620;TGME49_055620;TgGLEAN_4296;TgTigrScan_7041;TgTwinScan_6485;mrna.TGME49_055620A;tigr:cds.TGME49_055620A	B9-C2 domain-containing protein
TGME49_255635	N/A	Previous IDs: 1934.t000042;1934.t000042;1934.t000042;1934.t000042;55.m04624;55.m04625;TGME49_055630;TGME49_055630;TGME49_055630;TGME49_055630;TGME49_055640;TGME49_055640;TGME49_055640;TGME49_055640;TgGLEAN_4295;TgGLEAN_4336;TgGlmHMM_3888;TgGlmHMM_3889;TgTigrScan_7042;TgTigrScan_7043;TgTwinScan_6486;TgTwinScan_6487;mrna.TGME49_055630A;mrna.TGME49_055640A;tigr:cds.TGME49_055630A;tigr:cds.TGME49_055640A	hypothetical protein
TGME49_255650	DHHC8	Previous IDs: 1934.t000043;1934.t000043;1934.t000043;1934.t000043;55.m04626;TGME49_055650;TGME49_055650;TGME49_055650;TGME49_055650;TgGLEAN_4294;TgGlmHMM_3890;TgTigrScan_7044;TgTwinScan_6488;mrna.TGME49_055650A;tigr:cds.TGME49_055650A	palmitoyltransferase DHHC8
TGME49_255660	EFP1	Previous IDs: 1934.t000044;1934.t000044;1934.t000044;1934.t000044;55.m04627;TGME49_055660;TGME49_055660;TGME49_055660;TGME49_055660;TgGLEAN_4337;TgGlmHMM_3891;TgTwinScan_6489;mrna.TGME49_055660A;tigr:cds.TGME49_055660A	EF hand domain-containing protein EFP1
TGME49_255670	N/A	Previous IDs: 1934.t000045;1934.t000045;1934.t000045;1934.t000045;TGME49_055670;TGME49_055670;TGME49_055670;TGME49_055670;TgGLEAN_4293;TgGlmHMM_3892;TgTigrScan_7044;TgTwinScan_6490;mrna.TGME49_055670A;tigr:cds.TGME49_055670A	methyltransferase domain-containing protein
