organism,strategy,settings,metric,runs,conclusive,pass_rate,observed,observed_low,observed_high,chance,skill,skill_low,skill_high,seconds
Tg,masked_imputation,"{""rank"": 60}",median per-column rank correlation on hidden entries,5,5,1.0,0.9021465124934757,0.8975190646972397,0.9067739602897116,0.0007112907294896205,0.9020757599391442,0.897401083968839,0.9067504359094495,18.503999999999998
Tg,multiplex_modules,"{""agreement"": 0.3, ""resolution"": 1.0, ""target"": ""lopit_unified""}",F1 of hidden genes in the community chosen for their label on known genes,5,5,1.0,0.27097353825169873,0.2609796922988034,0.28096738420459405,0.19235025531990493,0.09734937704357663,0.08692933689501384,0.10776941719213942,182.498
Tg,neighbour_space,"{""k"": 10, ""knn"": 15, ""layer"": ""cotranslation""}",AUROC of hidden cotranslation edges against degree-matched non-pairs,5,5,1.0,0.9459244292786139,0.9260221511021397,0.965826707455088,0.48726666470514235,0.894541216401714,0.856752002071279,0.932330430732149,2.38
Tg,network_training,"{""fraction"": 0.4, ""layer"": ""cotranslation"", ""model"": ""logistic""}",AUROC of hidden cotranslation edges against degree-matched non-pairs,5,5,1.0,0.9431933014593247,0.936293826558879,0.9500927763597703,0.48571822244491114,0.8892946063978228,0.8737913969403339,0.9047978158553116,2.7819999999999996
Tg,ortholog_transfer,{},rank correlation of transferred and hidden values,5,5,1.0,0.31587896314974395,0.2892797987371413,0.3424781275623466,0.002952788099878756,0.3138302979308806,0.28632398623922894,0.3413366096225322,0.30200000000000005
Tg,paralog_divergence,"{""min_shared"": 30, ""target"": ""stage_enriched_derived""}",AUROC of profile divergence for paralogs with different stage_enriched_derived,5,5,1.0,0.6937495354886659,0.6937495354886659,0.6937495354886659,0.5026066889632107,0.3841487771906875,0.3712754385485399,0.39702211583283514,0.462
Tg,physical_partners,"{""target"": ""lopit_unified""}",correct calls per hidden gene,5,5,1.0,0.5663945329137301,0.5360881141252665,0.5967009517021937,0.15332144046207072,0.4877897346809844,0.4498430307781219,0.525736438583847,2.522
Tg,positive_unlabeled,"{""bags"": 15, ""exclude"": ""compartment""}",AUROC of hidden members against every other gene,5,5,1.0,0.9409100562148657,0.931541977025475,0.9502781354042563,0.49934141161773893,0.8819556016099052,0.863084150337402,0.9008270528824083,2.568
Tg,recoverability_atlas,"{""k"": 50, ""target"": ""stage_enriched_derived""}",hidden-gene AUROC of the categories the atlas ranks in its top half,5,5,1.0,0.8533774187437497,0.8454412600122084,0.861313577475291,0.5158197166026998,0.6969258659274533,0.6770754880731804,0.7167762437817262,11.812
Tg,seed_expansion,"{""exclude"": ""lopit_unified"", ""mode"": ""networks + measurements"", ""restart"": 0.3}",AUROC of hidden members against every other gene,5,5,1.0,0.8494283205819642,0.8236410785948877,0.8752155625690407,0.502818111125047,0.6969456685462717,0.6428470124077696,0.7510443246847738,0.10800000000000001
Tg,set_enrichment,"{""exclude"": ""compartment""}",AUROC of hidden members against every other gene,5,5,1.0,0.895527795128045,0.8754219030073607,0.9156336872487294,0.49998500936914425,0.7910609433147705,0.7508413655375116,0.8312805210920294,20.412
Tg,stratum_focus,"{""stratum"": ""conserved"", ""target"": ""stage_enriched_derived""}",correct calls per hidden gene,5,5,1.0,0.8717775059299605,0.8273734035036046,0.9161816083563165,0.710932270372931,0.5604644838995377,0.49726144909657866,0.6236675187024968,0.45599999999999996
Tg,structural_homology,"{""level"": 3}",correct calls per hidden gene,5,5,1.0,0.738703928665356,0.7174861527812629,0.759921704549449,0.08897381421680735,0.7131975034890582,0.6905426105895993,0.7358523963885171,0.304
Tg,supervised_classifier,"{""C"": 1.0, ""target"": ""stage_enriched_derived""}",correct calls per hidden gene,5,5,1.0,0.8230125523012554,0.7929653356010788,0.8530597690014319,0.5244323453721049,0.6277522899602841,0.565706134000943,0.6897984459196251,0.558
Tg,trait_regression,"{""model"": ""boosted"", ""own_kind"": ""include"", ""target"": ""expr_tachy""}",rank correlation of predicted and hidden values,5,5,1.0,0.9688035283200012,0.9634656102829066,0.9741414463570958,0.0,0.9688035283200012,0.9634656102829066,0.9741414463570958,13.024000000000001
Tg,triangulation,"{""min_agree"": 3, ""target"": ""dtm_class""}",precision of calls on hidden genes,5,5,1.0,0.9459404392255436,0.9314481949748913,0.9604326834761959,0.7431841766448295,0.7902208044341308,0.7440989262837139,0.8363426825845477,16.742
Tg,understudied_first,"{""min_agree"": 3, ""target"": ""dtm_class""}",precision of calls on hidden genes,5,5,1.0,0.9455957787133015,0.9316928476688634,0.9594987097577395,0.7605419904670628,0.7732305681065632,0.7221713222679035,0.8242898139452229,18.838
Tg,unwritten_links,"{""min_layers"": 2}",AUROC of hidden pairs against random non-pairs,5,5,1.0,0.5557475979359867,0.5555463643567512,0.5559488315152222,0.499847466431332,0.11176611908986392,0.1112211336897994,0.11231110448992844,0.492
